Letter,Drug Name,Price (₺),Prescription Required (hkt-küb),Prosp,Active Ingredient,ATC Code,Prescription Status,Pharmaceutical Company,Barcode,Last Update Date,Detail Page URL,Nasıl Kullanılmalı?,Hangi Hastalıklar İçin Kullanılır?
C,"COMPINAZOL %1 + %0,1 KREM (15 GRAM)","113,62",Yes,No,izokonazol nitrat + diflukortolon valerat,D01AC20,Beyaz Reçete ile satılır.,KARFARMA İLAÇ SANAYİ VE TİCARET A.Ş,8680530620163,14 Kasım 2025,,"Krem formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Kullanım öncesi bölge temiz ve kuru olmalıdır.",
C,"CONBISOPROL 2,5 MG FİLM KAPLI TABLET (30 TABLET)","88,98",Yes,No,bisoprolol fumarat,C07AB07,Beyaz Reçete ile satılır.,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,8680199009521,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONBİSOPROL 10 MG FİLM KAPLI TABLET (30 TABLET),"113,62",Yes,No,bisoprolol fumarat,C07AB07,Beyaz Reçete ile satılır.,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,8680199009545,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONBİSOPROL 5 MG FİLM KAPLI TABLET (30 TABLET),"113,62",Yes,No,bisoprolol fumarat,C07AB07,Beyaz Reçete ile satılır.,WORLD MEDICINE İLAÇ SAN. VE TİC. A.Ş.,8680199009538,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONCERTA 18 MG 30 KONT. SALIM TABLETİ,"357,70",Yes,No,metilfenidat hidroklorür,N06BA04,Kirmizi Reçete ile satılır.,JOHNSON AND JOHNSON SIHHİ MALZEME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,8699593035517,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONCERTA 27 MG 30 KONT. SALIM TABLETİ,"535,05",Yes,No,metilfenidat hidroklorür,N06BA04,Kirmizi Reçete ile satılır.,JOHNSON AND JOHNSON SIHHİ MALZEME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,8699593035753,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONCERTA 36 MG 30 KONT. SALIM TABLETİ,"701,93",Yes,No,metilfenidat hidroklorür,N06BA04,Kirmizi Reçete ile satılır.,JOHNSON AND JOHNSON SIHHİ MALZEME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,8699593035524,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONCERTA 54 MG 30 KONT. SALIM TABLETİ,"1.020,83",Yes,No,metilfenidat hidroklorür,N06BA04,Kirmizi Reçete ile satılır.,JOHNSON AND JOHNSON SIHHİ MALZEME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,8699593035531,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONCOR 10 MG FILM KAPLI TABLET (30 TABLET),"163,22",Yes,No,bisoprolol fumarat,C07AB07,Beyaz Reçete ile satılır.,DAIICHI SANKYO İLAÇ TİCARET LİMİTED ŞİRKETİ,8699228090058,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONCOR 5 MG FILM KAPLI TABLET (30 TABLET),"113,62",Yes,No,bisoprolol fumarat,C07AB07,Beyaz Reçete ile satılır.,DAIICHI SANKYO İLAÇ TİCARET LİMİTED ŞİRKETİ,8699228090041,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,"CONJITEN % 0,025 STERIL GOZ DAMLASI 5 ML","113,62",Yes,No,ketotifen -oftalmik,S01GX08,Beyaz Reçete ile satılır.,BİEM İLAÇ SAN. VE TİC. A.Ş.,8699702613100,14 Kasım 2025,,"Göz damlası formu, göz kapağı altına damlatılarak kullanılır. Kullanım öncesi eller yıkanmalı ve damlalık göze değdirilmemelidir.",
C,CONSETIN 30MG/5ML ŞURUP,"94,56",Yes,No,levodropropizin,R05DB27,Beyaz Reçete ile satılır.,LİLYUM İLAÇ VE KİMYA SANAYİ TİCARET ANONİM ŞİRKETİ,8681911570053,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CONTRA-K 880 MG/G GRANUL,"1.081,14",Yes,No,polistiren sülfonat,V03AE01,Beyaz Reçete ile satılır.,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SAN.VE TİC. A.Ş.,8699783240011,14 Kasım 2025,,Toz formu genellikle su ile karıştırılarak içilir veya yara bakımında kullanılır. Paket üzerindeki talimatlara göre hazırlanmalıdır.,
C,CONTRACTUBEX 120 GR JEL,"831,37",Yes,No,ext.cepae + heparin + allantoin,C05BA53,Beyaz Reçete ile satılır.,ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ ÜRETİM VE TİC. A.Ş.,8699708340475,14 Kasım 2025,,"Jel formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Masaj yaparak emilmesi sağlanabilir.",
C,CONTRAMAL 100 MG / 2ML ENJEKSİYONLUK ÇÖZELTİ 5 AMPUL,"113,62",Yes,No,tramadol hcl,N02AX02,Yeşil Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514759188,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,"CONTRAMAL 100 MG / ML DAMLA, ÇÖZELTİ 10 ML","171,19",Yes,No,tramadol hcl,N02AX02,Yeşil Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514599197,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CONTRAMAL 50 MG 20 KAPSUL,"171,19",Yes,No,tramadol hcl,N02AX02,Yeşil Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514159162,14 Kasım 2025,,"Kapsüller genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Açılması veya çiğnenmesi önerilmez.",
C,CONTRAMAL RETARD 100 MG 30 TABLET,"302,37",Yes,No,tramadol hcl,N02AX02,Yeşil Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514039273,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONTRATEK 100 MG 30 EFERVESAN TABLET,"256,74",Yes,No,tramadol hcl,N02AX02,Yeşil Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8680881029936,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONTUBEL %10/%0.04/%1 JEL (100 G),"386,31",Yes,No,ext.cepae + heparin + allantoin,C05BA53,Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540019614,14 Kasım 2025,,"Jel formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Masaj yaparak emilmesi sağlanabilir.",
C,CONTUBEL %10/%0.04/%1 JEL (20 G),"326,93",Yes,No,ext.cepae + heparin + allantoin,C05BA53,Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540032644,14 Kasım 2025,,"Jel formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Masaj yaparak emilmesi sağlanabilir.",
C,CONVULEX 50 MG/ML PEDIYATRIK SURUP,"160,24",Yes,No,valproik asit,N03AG01,Beyaz Reçete ile satılır.,LİBA LABORATUARLARI A.Ş.,8699510572729,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CONVULEX CR 300 MG 50 TABLET,"226,30",Yes,Yes,valproik asit,N03AG01,Beyaz Reçete ile satılır.,LİBA LABORATUARLARI A.Ş.,8699510030175,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CONVULEX CR 500 MG 50 TABLET,"369,24",Yes,No,valproik asit,N03AG01,Beyaz Reçete ile satılır.,LİBA LABORATUARLARI A.Ş.,8699510030168,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COPAXONE 20 MG/ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR DOLU ENJEKTOR (28 ENJEKTOR),"13.301,81",Yes,No,glatiramer asetat,L03AX13,Beyaz Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638950478,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,COPAXONE 40MG/ML PEN ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR KALEM (12 KALEM/KUTU),"12.214,97",Yes,No,glatiramer asetat,L03AX13,Beyaz Reçete ile satılır.,TEVA İLAÇLARI SANAYİ VE TİCARET A.Ş,8699638953967,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,COPLANIN 200 MG IM/IV ENJ. COZ. ICIN LIYOFILIZE TOZ ICEREN 1 FLAKON,"521,26",Yes,No,teikoplanin,J01XA02,Beyaz Reçete ile satılır.,VEM İLAÇ SAN. VE TİC. ANONİM ŞİRKETİ,8699844791469,14 Kasım 2025,,Ampul formu genellikle kas içi veya damar içi enjeksiyon için kullanılır. Mutlaka sağlık profesyoneli tarafından uygulanmalıdır.,
C,COPLANIN 400 MG IM/IV ENJ. COZ. ICIN LIYOFILIZE TOZ ICEREN 1 FLAKON,"992,68",Yes,No,teikoplanin,J01XA02,Beyaz Reçete ile satılır.,VEM İLAÇ SAN. VE TİC. ANONİM ŞİRKETİ,8699844791476,14 Kasım 2025,,Ampul formu genellikle kas içi veya damar içi enjeksiyon için kullanılır. Mutlaka sağlık profesyoneli tarafından uygulanmalıdır.,
C,CORALAN 5 MG 56 FİLM TABLET,"412,50",Yes,No,ivabradin,C01EB17,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552090113,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,"CORALAN 7,5 MG 56 FİLM TABLET","412,50",Yes,No,ivabradin,C01EB17,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552090120,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORASPIN 100 MG 30 ENTERIK KAPLI TABLET,"48,23",Yes,Yes,asetilsalisilik asit,N02BA01,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546130238,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORASPIN 300 MG 30 ENTERIK KAPLI TABLET,"66,60",Yes,Yes,asetilsalisilik asit,N02BA01,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546130153,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORBINAL 250 MG 14 TABLET,"170,87",Yes,Yes,terbinafin,D01BA02,Beyaz Reçete ile satılır.,BİOFARMA İLAÇ SANAYİ VE TİCARET A.Ş.,8699578010430,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORBINAL 250 MG 28 TABLET,"341,26",Yes,No,terbinafin,D01BA02,Beyaz Reçete ile satılır.,BİOFARMA İLAÇ SANAYİ VE TİCARET A.Ş.,8699578010447,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORDALIN 150 MG 3 ML X 6 AMPUL,"183,51",Yes,No,amiodaron hcl,C01BD01,Beyaz Reçete ile satılır.,OSEL İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699788751642,14 Kasım 2025,,Ampul formu genellikle kas içi veya damar içi enjeksiyon için kullanılır. Mutlaka sağlık profesyoneli tarafından uygulanmalıdır.,
C,CORDARONE 150 MG 6 AMPUL,"113,62",Yes,Yes,amiodaron hcl,C01BD01,Beyaz Reçete ile satılır.,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,8699809759107,14 Kasım 2025,,Ampul formu genellikle kas içi veya damar içi enjeksiyon için kullanılır. Mutlaka sağlık profesyoneli tarafından uygulanmalıdır.,
C,CORDARONE BT 200 MG 30 TABLET,"171,02",Yes,No,amiodaron hcl,C01BD01,Beyaz Reçete ile satılır.,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,8699809018020,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COREDEM %5 SODYUM KLORUR TEK DOZLUK HIPERTONIK OFTALMIK COZELTI (20 ADET),"471,99",Yes,No,"sodyum klorid, hipertonik",S01XA03,Beyaz Reçete ile satılır.,DEVA HOLDİNG ANONİM ŞİRKETİ,8699525610126,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CORELAR 10 MG/2 ML IV INFUZYONLUK COZELTI (4 AMPUL),"13.739,58",Yes,No,ibuprofen,M01AE01,Beyaz Reçete ile satılır.,VEM İLAÇ SAN. VE TİC. ANONİM ŞİRKETİ,8699844752095,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CORIVA 12 MCG INHALASYON ICIN TOZ ICEREN KAPSUL (30 KAPSUL),"355,75",Yes,No,tiotropium bromür monohidrat,R03BB04,Beyaz Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514550235,14 Kasım 2025,,"Kapsüller genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Açılması veya çiğnenmesi önerilmez.",
C,"CORIVA 18 MCG INHALASYON TOZU, SERT KAPSÜL (30 KAPSUL)","529,93",Yes,No,tiotropium bromür monohidrat,R03BB04,Beyaz Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514550006,14 Kasım 2025,,"Kapsüller genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Açılması veya çiğnenmesi önerilmez.",
C,CORLTO 5 MG TABLET (20 TABLET),"69,90",Yes,No,prednizolon,H02AB06,Beyaz Reçete ile satılır.,DEVA HOLDİNG ANONİM ŞİRKETİ,8699525019981,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,"CORONIS 12,5 MG 28 TABLET","162,60",Yes,No,karvedilol,C07AG02,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569010609,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORONIS 25 MG 28 TABLET,"126,88",Yes,No,karvedilol,C07AG02,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569010616,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,"CORONIS 6,25 MG 28 TABLET","89,01",Yes,No,karvedilol,C07AG02,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569010593,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORSAL 120 MG+5 MG+2 MG/5ML ŞURUP,"75,63",Yes,No,parasetamol kombinasyon,R05X,Beyaz Reçete ile satılır.,MENARİNİ SAĞLIK VE İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8699508570119,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CORSAL 300 MG/5MG/2MG KAPSUL (30 KAPSUL),"86,79",Yes,No,parasetamol kombinasyon,R05X,Beyaz Reçete ile satılır.,MENARİNİ SAĞLIK VE İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8699508150229,14 Kasım 2025,,"Kapsüller genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Açılması veya çiğnenmesi önerilmez.",
C,"CORTAIR 0,25 MG/ML NEBULIZASYON ICIN TEK DOZLUK INHALASYON SUSPANSIYONU ICEREN FLAKON (20 FLAKON)","294,03",Yes,No,budesonid -inhalant,R03BA02,Beyaz Reçete ile satılır.,VEM İLAÇ SAN. VE TİC. ANONİM ŞİRKETİ,8699844521158,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,"CORTAIR 0,5 MG/ML NEBULIZASYON ICIN TEK DOZLUK INHALASYON SUSPANSIYONU ICEREN FLAKON (20 FLAKON)","418,64",Yes,No,budesonid -inhalant,R03BA02,Beyaz Reçete ile satılır.,VEM İLAÇ SAN. VE TİC. ANONİM ŞİRKETİ,8699844521165,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CORTIMENT 9 MG UZATILMIS SALIMLI TABLET (50 TABLET),"4.878,53",No,No,,,,,,,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORTIMENT MMX 9 MG UZATILMIS SALIMLI TABLET (30 TABLET),"2.142,42",Yes,No,,,,,,,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,CORTIMYCINE %1 GÖZ MERHEMİ 5 GR,"84,51",Yes,No,hidrokortizon asetat -oftalmik,S01BA02,Beyaz Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514440703,14 Kasım 2025,,"Krem formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Kullanım öncesi bölge temiz ve kuru olmalıdır.",
C,CORTIPOL 20 MG I.M./I.V. ENJEKSIYONLUK/INFUZYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,"82,46",Yes,No,metilprednizolon,H02AB04,Beyaz Reçete ile satılır.,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,8699606796770,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CORTIPOL 250 MG I.M./I.V. ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 AMPUL + 1 ENJEKSIYONLUK SU ICEREN AMPUL),"113,62",Yes,No,metilprednizolon,H02AB04,Beyaz Reçete ile satılır.,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,8699606756743,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,CORTIPOL 40 MG I.M./I.V. ENJEKSIYONLUK/INFUZYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,"98,55",Yes,No,metilprednizolon,H02AB04,Beyaz Reçete ile satılır.,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.,8699606796787,14 Kasım 2025,,Şurup formu özellikle çocuklar ve yutma güçlüğü çeken hastalar için uygundur. Ölçekli kaşık veya şırınga ile doğru dozaj ölçülerek alınmalıdır.,
C,"CORTOMAL % 0,1 KREM (30 GR)","112,52",Yes,No,hidrokortizon - topikal,D07AA02,Beyaz Reçete ile satılır.,İLKO İLAÇ SAN. VE TİC. A.Ş.,8699680350196,14 Kasım 2025,,"Krem formu, etkilenen bölgeye ince bir tabaka halinde sürülerek kullanılır. Kullanım öncesi bölge temiz ve kuru olmalıdır.",
C,COSEBLAR 85 MCG/43 MCG INHALASYON TOZU SERT KAPSUL (30 KAPSUL),"689,10",Yes,No,indakaterol + glikopironyum bromid,R03AL04,Beyaz Reçete ile satılır.,DEVA HOLDİNG ANONİM ŞİRKETİ,8699525558992,14 Kasım 2025,,"Kapsüller genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Açılması veya çiğnenmesi önerilmez.",
C,COSELAM 625 MG 180 FILM KAPLI TABLET,"735,69",Yes,No,kolesevelam,C10AC04,Beyaz Reçete ile satılır.,NEUTEC İLAÇ SANAYİ TİCARET ANONİM ŞİRKETİ,8680881097447,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COSHRA 100 MG FILM KAPLI TABLET (4 TABLET),"1.168,73",No,No,sildenafil sitrat,G04BE03,Beyaz Reçete ile satılır.,AVRUPA İLAÇ VE KOZMETİK SANAYİ TİCARET ANONİM ŞİRKETİ,8699971170038,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COSIMPREL 10 MG/10 MG FILM KAPLI TABLET (30 TABLET),"211,18",Yes,No,perindopril + bisoprolol,C09BX02,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552091042,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COSIMPREL 10 MG/5 MG FILM KAPLI TABLET (30 TABLET),"209,54",Yes,No,perindopril + bisoprolol,C09BX02,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552091035,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COSIMPREL 5 MG/10 MG 30 FILM KAPLI TABLET,"163,31",Yes,No,perindopril + bisoprolol,C09BX02,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552090922,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COSIMPREL 5 MG/5 MG 30 FILM KAPLI TABLET,"163,31",Yes,No,perindopril + bisoprolol,C09BX02,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552090915,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COTELLIC 20 MG 63 FILM KAPLI TABLET,"90.833,51",Yes,No,kobimetinib,L01XE38,Beyaz Reçete ile satılır.,ROCHE MÜSTAHZARLARI SANAYİ ANONİM ŞİRKETİ,8699505092645,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COVERAM 10 MG + 10 MG 30 FILM TABLET,"270,81",Yes,No,perindopril ve amlodipin,C09BB04,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552010647,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COVERAM 10 MG + 5 MG 30 FILM TABLET,"208,84",Yes,No,perindopril ve amlodipin,C09BB04,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552010630,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COVERAM 14 MG/10 MG TABLET (30 TABLET),"470,57",Yes,No,perindopril ve amlodipin,C09BB04,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552091073,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,"COVERAM 3,5 MG/2,5 MG TABLET (30 TABLET)","185,19",Yes,No,perindopril ve amlodipin,C09BB04,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552091059,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
C,COVERAM 5 MG + 10 MG 30 FILM TABLET,"200,95",Yes,No,perindopril ve amlodipin,C09BB04,Beyaz Reçete ile satılır.,SERVIER ILAÇ VE ARAŞTIRMA A.S.,8699552010623,14 Kasım 2025,,"Tabletler genellikle yemeklerden önce veya sonra, bol su ile bütün olarak yutulmalıdır. Çiğnenmemeli veya ezilmemelidir.",
